MITRE Descriptions,Tactic1,Tactic2,Tactic3,Tactic4
"Native API functions (such as NtCreateProcess) may be directed invoked via system calls / syscalls, but these features are also often exposed to user-mode applications via interfaces and libraries.",EXECUTION,,,
"Higher level software frameworks, such as Microsoft .NET and macOS Cocoa, are also available to interact with native APIs.",EXECUTION,,,
These frameworks typically provide language wrappers/abstractions to API functionalities and are designed for ease-of-use/portability of code.,EXECUTION,,,
Adversaries may abuse these OS API functions as a means of executing behaviors.,EXECUTION,,,
"Similar to [Command and Scripting Interpreter], the native API and its hierarchy of interfaces provide mechanisms to interact with and utilize various components of a victimized system.",EXECUTION,,,
"While invoking API functions, adversaries may also attempt to bypass defensive tools (ex: unhooking monitored functions via [Disable or Modify Tools]).",EXECUTION,,,
Adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation.,DEFENSE_EVASION,,,
Breaching these devices may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.,DEFENSE_EVASION,,,
Devices such as routers and firewalls can be used to create boundaries between trusted and untrusted networks.,DEFENSE_EVASION,,,
They achieve this by restricting traffic types to enforce organizational policy in an attempt to reduce the risk inherent in such connections.,DEFENSE_EVASION,,,
"Restriction of traffic can be achieved by prohibiting IP addresses, layer 4 protocol ports, or through deep packet inspection to identify applications.",DEFENSE_EVASION,,,
"To participate with the rest of the network, these devices can be directly addressable or transparent, but their mode of operation has no bearing on how the adversary can bypass them when compromised.",DEFENSE_EVASION,,,
"When an adversary takes control of such a boundary device, they can bypass its policy enforcement to pass normally prohibited traffic across the trust boundary between the two separated networks without hinderance.",DEFENSE_EVASION,,,
"By achieving sufficient rights on the device, an adversary can reconfigure the device to allow the traffic they want, allowing them to then further achieve goals such as command and control via [Multi-hop Proxy] or exfiltration of data via [Traffic Duplication].",DEFENSE_EVASION,,,
Adversaries may also target internal devices responsible for network segmentation and abuse these in conjunction with [Internal Proxy] to achieve the same goals.,DEFENSE_EVASION,,,
"In the cases where a border device separates two separate organizations, the adversary can also facilitate lateral movement into new victim environments.",DEFENSE_EVASION,,,
Adversaries may bridge network boundaries by modifying a network device’s Network Address Translation (NAT) configuration.,DEFENSE_EVASION,,,
Malicious modifications to NAT may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.,DEFENSE_EVASION,,,
Network devices such as routers and firewalls that connect multiple networks together may implement NAT during the process of passing packets between networks.,DEFENSE_EVASION,,,
"When performing NAT, the network device will rewrite the source and/or destination addresses of the IP address header.",DEFENSE_EVASION,,,
Some network designs require NAT for the packets to cross the border device.,DEFENSE_EVASION,,,
A typical example of this is environments where internal networks make use of non-Internet routable addresses.,DEFENSE_EVASION,,,
"When an adversary gains control of a network boundary device, they can either leverage existing NAT configurations to send traffic between two separated networks, or they can implement NAT configurations of their own design.",DEFENSE_EVASION,,,
"In the case of network designs that require NAT to function, this enables the adversary to overcome inherent routing limitations that would normally prevent them from accessing protected systems behind the border device.",DEFENSE_EVASION,,,
"In the case of network designs that do not require NAT, address translation can be used by adversaries to obscure their activities, as changing the addresses of packets that traverse a network boundary device can make monitoring data transmissions more challenging for defenders.",DEFENSE_EVASION,,,
"Adversaries may use [Patch System Image] to change the operating system of a network device, implementing their own custom NAT mechanisms to further obscure their activities.",DEFENSE_EVASION,,,
Network DoS can be performed by exhausting the network bandwidth services rely on.,IMPACT,,,
"Example resources include specific websites, email services, DNS, and web-based applications.",IMPACT,,,
Adversaries have been observed conducting network DoS attacks for political purposes.,IMPACT,,,
A Network DoS will occur when the bandwidth capacity of the network connection to a system is exhausted due to the volume of malicious traffic directed at the resource or the network connections and network devices the resource relies on.,IMPACT,,,
"For example, an adversary may send 10Gbps of traffic to a server that is hosted by a network with a 1Gbps connection to the internet.",IMPACT,,,
"This traffic can be generated by a single system or multiple systems spread across the internet, which is commonly referred to as a distributed DoS (DDoS).",IMPACT,,,
"To perform Network DoS attacks several aspects apply to multiple methods, including IP address spoofing, and botnets.",IMPACT,,,
"For DoS attacks targeting the hosting system directly, see [Endpoint Denial of Service].",IMPACT,,,
Adversaries may attempt to cause a denial of service (DoS) by directly sending a high-volume of network traffic to a target.,IMPACT,,,
This DoS attack may also reduce the availability and functionality of the targeted system(s) and network. [Direct Network Flood]s are when one or more systems are used to send a high-volume of network packets towards the targeted service's network.,IMPACT,,,
Almost any network protocol may be used for flooding.,IMPACT,,,
Stateless protocols such as UDP or ICMP are commonly used but stateful protocols such as TCP can be used as well.,IMPACT,,,
Botnets are commonly used to conduct network flooding attacks against networks and services.,IMPACT,,,
"In some of the worst cases for distributed DoS (DDoS), so many systems are used to generate the flood that each one only needs to send out a small amount of traffic to produce enough volume to saturate the target network.",IMPACT,,,
"Botnets have been used in some of the most high-profile DDoS flooding attacks, such as the 2012 series of incidents that targeted major US banks.",IMPACT,,,
Adversaries may attempt to cause a denial of service (DoS) by reflecting a high-volume of network traffic to a target.,IMPACT,,,
This type of Network DoS takes advantage of a third-party server intermediary that hosts and will respond to a given spoofed source IP address.,IMPACT,,,
This third-party server is commonly termed a reflector.,IMPACT,,,
An adversary accomplishes a reflection attack by sending packets to reflectors with the spoofed address of the victim.,IMPACT,,,
"Similar to Direct Network Floods, more than one system may be used to conduct the attack, or a botnet may be used.",IMPACT,,,
"Likewise, one or more reflectors may be used to focus traffic on the target. and network.",IMPACT,,,
"Reflection attacks often take advantage of protocols with larger responses than requests in order to amplify their traffic, commonly known as a Reflection Amplification attack.",IMPACT,,,
Adversaries may be able to generate an increase in volume of attack traffic that is several orders of magnitude greater than the requests sent to the amplifiers.,IMPACT,,,
"The extent of this increase will depending upon many variables, such as the protocol in question, the technique used, and the amplifying servers that actually produce the amplification in attack volume.",IMPACT,,,
Two prominent protocols that have enabled Reflection Amplification Floods are DNS.,IMPACT,,,
Common methods to acquire this information include port and/or vulnerability scans using tools that are brought onto a system.,DISCOVERY,,,
"Within cloud environments, adversaries may attempt to discover services running on other cloud hosts.",DISCOVERY,,,
"Additionally, if the cloud environment is connected to a on-premises environment, adversaries may be able to identify services running on non-cloud systems as well.",DISCOVERY,,,
"Within macOS environments, adversaries may use the native Bonjour application to discover services running on other macOS hosts within a network.",DISCOVERY,,,
The Bonjour mDNSResponder daemon automatically registers and advertises a host’s registered services on the network.,DISCOVERY,,,
"For example, adversaries can use a mDNS query (such as dns-sd -B _ssh._tcp .) to find other systems broadcasting the ssh service.",DISCOVERY,,,
Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement.,DISCOVERY,,,
Networks often contain shared network drives and folders that enable users to access file directories on various systems across a network.,DISCOVERY,,,
File sharing over a Windows network occurs over the SMB protocol. can be used to query a remote system for available shared drives using the net view \\\\remotesystem command.,DISCOVERY,,,
It can also be used to query shared drives on the local system using net share.,DISCOVERY,,,
"For macOS, the sharing -l command lists all shared points used for smb services.",DISCOVERY,,,
"Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network.",CREDENTIAL_ACCESS,DISCOVERY,,
Network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection.,CREDENTIAL_ACCESS,DISCOVERY,,
"Data captured via this technique may include user credentials, especially those sent over an insecure, unencrypted protocol.",CREDENTIAL_ACCESS,DISCOVERY,,
"Techniques for name service resolution poisoning, such as [LLMNR/NBT-NS Poisoning and SMB Relay], can also be used to capture credentials to websites, proxies, and internal systems by redirecting traffic to an adversary.",CREDENTIAL_ACCESS,DISCOVERY,,
"Network sniffing may also reveal configuration details, such as running services, version numbers, and other network characteristics (e.g.",CREDENTIAL_ACCESS,DISCOVERY,,
"IP addresses, hostnames, VLAN IDs) necessary for subsequent Lateral Movement and/or Defense Evasion activities.",CREDENTIAL_ACCESS,DISCOVERY,,
"In cloud-based environments, adversaries may still be able to use traffic mirroring services to sniff network traffic from virtual machines.",CREDENTIAL_ACCESS,DISCOVERY,,
"For example, AWS Traffic Mirroring, GCP Packet Mirroring, and Azure vTap allow users to define specified instances to collect traffic from and specified targets to send collected traffic to.",CREDENTIAL_ACCESS,DISCOVERY,,
Adversaries may use a non-application layer protocol for communication between host and C2 server or among infected hosts within a network.,COMMAND_AND_CONTROL,,,
The list of possible protocols is extensive..,COMMAND_AND_CONTROL,,,
ICMP communication between hosts is one example.,COMMAND_AND_CONTROL,,,
"However, it is not as commonly monitored as other Internet Protocols such as TCP or UDP and may be used by adversaries to hide communications.",COMMAND_AND_CONTROL,,,
"For example, HTTPS over port 8088 as opposed to the traditional port 443.",COMMAND_AND_CONTROL,,,
Adversaries may make changes to the standard port used by a protocol to bypass filtering or muddle analysis/parsing of network data.,COMMAND_AND_CONTROL,,,
"Adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password, from the operating system and software.",CREDENTIAL_ACCESS,,,
Credentials can then be used to perform [Lateral Movement] and access restricted information.,CREDENTIAL_ACCESS,,,
Several of the tools mentioned in associated sub-techniques may be used by both adversaries and professional security testers.,CREDENTIAL_ACCESS,,,
Additional custom tools likely exist as well.,CREDENTIAL_ACCESS,,,
Adversaries may attempt to dump the contents of /etc/passwd and /etc/shadow to enable offline password cracking.,CREDENTIAL_ACCESS,,,
Most modern Linux operating systems use a combination of /etc/passwd and /etc/shadow to store user account information including password hashes in /etc/shadow.,CREDENTIAL_ACCESS,,,
"By default, /etc/shadow is only readable by the root user.",CREDENTIAL_ACCESS,,,
"The Linux utility, unshadow, can be used to combine the two files in a format suited for password cracking utilities such as John the Ripper: # /usr/bin/unshadow /etc/passwd /etc/shadow > /tmp/crack.password.db.",CREDENTIAL_ACCESS,,,
Adversaries may attempt to access cached domain credentials used to allow authentication to occur in the event a domain controller is unavailable.,CREDENTIAL_ACCESS,,,
"On Windows Vista and newer, the hash format is DCC2 (Domain Cached Credentials version 2) hash, also known as MS-Cache v2 hash.",CREDENTIAL_ACCESS,,,
"With SYSTEM access, the tools/utilities such as [Mimikatz], [Reg], and secretsdump.py can be used to extract the cached credentials.",CREDENTIAL_ACCESS,,,
Note: Cached credentials for Windows Vista are derived using PBKDF2.,CREDENTIAL_ACCESS,,,
Adversaries may attempt to access credentials and other sensitive information by abusing a Windows Domain Controller's application programming interface (API) to simulate the replication process from a remote domain controller using a technique called DCSync.,CREDENTIAL_ACCESS,,,
"Members of the Administrators, Domain Admins, and Enterprise Admin groups or computer accounts on the domain controller are able to run DCSync to pull password data.",CREDENTIAL_ACCESS,,,
"DCSync functionality has been included in the ""lsadump"" module in [Mimikatz].",CREDENTIAL_ACCESS,,,
"Adversaries with SYSTEM access to a host may attempt to access Local Security Authority (LSA) secrets, which can contain a variety of different credential materials, such as credentials for service accounts.



[Reg] can be used to extract from the Registry. [Mimikatz] can be used to extract secrets from memory.",CREDENTIAL_ACCESS,,,
Adversaries may attempt to access credential material stored in the process memory of the Local Security Authority Subsystem Service (LSASS).,CREDENTIAL_ACCESS,,,
"After a user logs on, the system generates and stores a variety of credential materials in LSASS process memory.",CREDENTIAL_ACCESS,,,
These credential materials can be harvested by an administrative user or SYSTEM and used to conduct [Lateral Movement] using [Use Alternate Authentication Material].,CREDENTIAL_ACCESS,,,
"As well as in-memory techniques, the LSASS process memory can be dumped from the target host and analyzed on a local system.",CREDENTIAL_ACCESS,,,
"For example, on the target host use procdump:



* procdump -ma lsass.exe lsass_dump.",CREDENTIAL_ACCESS,,,
"Locally, mimikatz can be run using:



* sekurlsa::Minidump lsassdump.dmp

* sekurlsa::logonPasswords.",CREDENTIAL_ACCESS,,,
"Built-in Windows tools such as comsvcs.dll can also be used:
* rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump PID lsass.dmp full.",CREDENTIAL_ACCESS,,,
Windows Security Support Provider (SSP) DLLs are loaded into LSSAS process at system start.,CREDENTIAL_ACCESS,,,
"Once loaded into the LSA, SSP DLLs have access to encrypted and plaintext passwords that are stored in Windows, such as any logged-on user's Domain password or smart card PINs.",CREDENTIAL_ACCESS,,,
The SSP configuration is stored in two Registry keys: HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Security Packages and HKLM\SYSTEM\CurrentControlSet\Control\Lsa\OSConfig\Security Packages.,CREDENTIAL_ACCESS,,,
"An adversary may modify these Registry keys to add new SSPs, which will be loaded the next time the system boots, or when the AddSecurityPackage Windows API function is called.",CREDENTIAL_ACCESS,,,
"The following SSPs can be used to access credentials:
* Msv: Interactive logons, batch logons, and service logons are done through the MSV authentication package.
* Wdigest: The Digest Authentication protocol is designed for use with Hypertext Transfer Protocol (HTTP) and Simple Authentication Security Layer (SASL) exchanges.
* Kerberos: Preferred for mutual client-server domain authentication in Windows 2000 and later.
* CredSSP: Provides SSO and Network Level Authentication for Remote Desktop Services.",CREDENTIAL_ACCESS,,,
"Adversaries may attempt to access or create a copy of the Active Directory domain database in order to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights.",CREDENTIAL_ACCESS,,,
"By default, the NTDS file (NTDS.dit) is located in %SystemRoot%\NTDS\Ntds.dit of a domain controller.",CREDENTIAL_ACCESS,,,
"In addition to looking for NTDS files on active Domain Controllers, adversaries may search for backups that contain the same or similar information.",CREDENTIAL_ACCESS,,,
"The following tools and techniques can be used to enumerate the NTDS file and the contents of the entire Active Directory hashes.



* Volume Shadow Copy

* secretsdump.py

* Using the in-built Windows tool, ntdsutil.exe

* Invoke-NinjaCopy.",CREDENTIAL_ACCESS,,,
Adversaries may gather credentials from information stored in the Proc filesystem or /proc.,CREDENTIAL_ACCESS,,,
The Proc filesystem on Linux contains a great deal of information regarding the state of the running operating system.,CREDENTIAL_ACCESS,,,
Processes running with root privileges can use this facility to scrape live memory of other running programs.,CREDENTIAL_ACCESS,,,
"If any of these programs store passwords in clear text or password hashes in memory, these values can then be harvested for either usage or brute force attacks, respectively.",CREDENTIAL_ACCESS,,,
"This functionality has been implemented in the MimiPenguin, an open source tool inspired by Mimikatz.",CREDENTIAL_ACCESS,,,
"The tool dumps process memory, then harvests passwords and hashes by looking for text strings and regex patterns for how given applications such as Gnome Keyring, sshd, and Apache use memory to store such authentication artifacts.",CREDENTIAL_ACCESS,,,
Adversaries may attempt to extract credential material from the Security Account Manager (SAM) database either through in-memory techniques or through the Windows Registry where the SAM database is stored.,CREDENTIAL_ACCESS,,,
"The SAM is a database file that contains local accounts for the host, typically those found with the net user command.",CREDENTIAL_ACCESS,,,
Enumerating the SAM database requires SYSTEM level access.,CREDENTIAL_ACCESS,,,
"A number of tools can be used to retrieve the SAM file through in-memory techniques:



* pwdumpx.exe

* [gsecdump]

* [Mimikatz]

* secretsdump.py.",CREDENTIAL_ACCESS,,,
"Alternatively, the SAM can be extracted from the Registry with Reg:



* reg save HKLM\sam sam

* reg save HKLM\system system.",CREDENTIAL_ACCESS,,,
Creddump7 can then be used to process the SAM database locally to retrieve hashes.,CREDENTIAL_ACCESS,,,
"Notes: 

* RID 500 account is the local, built-in administrator.

* RID 501 is the guest account.

* User accounts start with a RID of 1,000+.",CREDENTIAL_ACCESS,,,
"Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.",DEFENSE_EVASION,,,
This is common behavior that can be used across different platforms and the network to evade defenses.,DEFENSE_EVASION,,,
"Payloads may be compressed, archived, or encrypted in order to avoid detection.",DEFENSE_EVASION,,,
These payloads may be used during Initial Access or later to mitigate detection.,DEFENSE_EVASION,,,
Sometimes a user's action may be required to open and [Deobfuscate/Decode Files or Information] for [User Execution].,DEFENSE_EVASION,,,
"Adversaries may also used compressed or archived scripts, such as JavaScript.",DEFENSE_EVASION,,,
Portions of files can also be encoded to hide the plain-text strings that would otherwise help defenders with discovery.,DEFENSE_EVASION,,,
Adversaries may also obfuscate commands executed from payloads or directly via a [Command and Scripting Interpreter].,DEFENSE_EVASION,,,
"Environment variables, aliases, characters, and other platform/language specific semantics can be used to evade signature based detections and application control mechanisms.",DEFENSE_EVASION,,,
Adversaries may use binary padding to add junk data and change the on-disk representation of malware.,DEFENSE_EVASION,,,
"This can be done without affecting the functionality or behavior of a binary, but can increase the size of the binary beyond what some security tools are capable of handling due to file size limitations.",DEFENSE_EVASION,,,
Binary padding effectively changes the checksum of the file and can also be used to avoid hash-based blocklists and static anti-virus signatures.,DEFENSE_EVASION,,,
Adversaries may attempt to make payloads difficult to discover and analyze by delivering files to victims as uncompiled code.,DEFENSE_EVASION,,,
Text-based source code files may subvert analysis and scrutiny from protections targeting executables/binaries.,DEFENSE_EVASION,,,
These payloads will need to be compiled before execution; typically via native utilities such as csc.exe or GCC/MinGW.,DEFENSE_EVASION,,,
"Source code payloads may also be encrypted, encoded, and/or embedded within other files, such as those delivered as a [Phishing].",DEFENSE_EVASION,,,
Payloads may also be delivered in formats unrecognizable and inherently benign to the native OS (ex: EXEs on macOS/Linux) before later being (re)compiled into a proper executable binary with a bundled compiler and execution framework.,DEFENSE_EVASION,,,
Adversaries may smuggle data and files past content filters by hiding malicious payloads inside of seemingly benign HTML files.,DEFENSE_EVASION,,,
HTML documents can store large binary objects known as JavaScript Blobs (immutable data that represents raw bytes) that can later be constructed into file-like objects.,DEFENSE_EVASION,,,
"Data may also be stored in Data URLs, which enable embedding media type or MIME files inline of HTML documents.",DEFENSE_EVASION,,,
HTML5 also introduced a download attribute that may be used to initiate file downloads.,DEFENSE_EVASION,,,
Adversaries may deliver payloads to victims that bypass security controls through HTML Smuggling by abusing JavaScript Blobs and/or HTML5 download attributes.,DEFENSE_EVASION,,,
"Security controls such as web content filters may not identify smuggled malicious files inside of HTML/JS files, as the content may be based on typically benign MIME types such as text/plain and/or text/html.",DEFENSE_EVASION,,,
"Malicious files or data can be obfuscated and hidden inside of HTML files through Data URLs and/or JavaScript Blobs and can be deobfuscated when they reach the victim (i.e. [Deobfuscate/Decode Files or Information]), potentially bypassing content filters.",DEFENSE_EVASION,,,
"For example, JavaScript Blobs can be abused to dynamically generate malicious files in the victim machine and may be dropped to disk by abusing JavaScript functions such as msSaveBlob.",DEFENSE_EVASION,,,
"Adversaries may remove indicators from tools if they believe their malicious tool was detected, quarantined, or otherwise curtailed.",DEFENSE_EVASION,,,
They can modify the tool by removing the indicator and using the updated version that is no longer detected by the target's defensive systems or subsequent targets that may use similar systems.,DEFENSE_EVASION,,,
A good example of this is when malware is detected with a file signature and quarantined by anti-virus software.,DEFENSE_EVASION,,,
"An adversary who can determine that the malware was quarantined because of its file signature may modify the file to explicitly avoid that signature, and then re-use the malware.",DEFENSE_EVASION,,,
Adversaries may perform software packing or virtual machine software protection to conceal their code.,DEFENSE_EVASION,,,
Software packing is a method of compressing or encrypting an executable.,DEFENSE_EVASION,,,
Packing an executable changes the file signature in an attempt to avoid signature-based detection.,DEFENSE_EVASION,,,
Most decompression techniques decompress the executable code in memory.,DEFENSE_EVASION,,,
Virtual machine software protection translates an executable's original code into a special format that only a special virtual machine can run.,DEFENSE_EVASION,,,
A virtual machine is then called to run this code.,DEFENSE_EVASION,,,
Utilities used to perform software packing are called packers.,DEFENSE_EVASION,,,
Example packers are MPRESS and UPX.,DEFENSE_EVASION,,,
"A more comprehensive list of known packers is available, but adversaries may create their own packing techniques that do not leave the same artifacts as well-known packers to evade defenses.",DEFENSE_EVASION,,,
Adversaries may use steganography techniques in order to prevent the detection of hidden information.,DEFENSE_EVASION,,,
"Steganographic techniques can be used to hide data in digital media such as images, audio tracks, video clips, or text files.



[Duqu] was an early example of malware that used steganography.",DEFENSE_EVASION,,,
It encrypted the gathered information from a victim's system and hid it within an image before exfiltrating the image to a C2 server.,DEFENSE_EVASION,,,
"By the end of 2017, a threat group used Invoke-PSImage to hide [PowerShell] commands in an image file (.png) and execute the code on a victim's system.",DEFENSE_EVASION,,,
In this particular case the [PowerShell] code downloaded another obfuscated script to gather intelligence from the victim's machine and communicate it back to the adversary.,DEFENSE_EVASION,,,
Adversaries may buy and/or steal capabilities that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Rather than developing their own capabilities in-house, adversaries may purchase, freely download, or steal them.",RESOURCE_DEVELOPMENT,,,
"Activities may include the acquisition of malware, software (including licenses), exploits, certificates, and information relating to vulnerabilities.",RESOURCE_DEVELOPMENT,,,
Adversaries may obtain capabilities to support their operations throughout numerous phases of the adversary lifecycle.,RESOURCE_DEVELOPMENT,,,
"In addition to downloading free malware, software, and exploits from the internet, adversaries may purchase these capabilities from third-party entities.",RESOURCE_DEVELOPMENT,,,
"Third-party entities can include technology companies that specialize in malware and exploits, criminal marketplaces, or from individuals.",RESOURCE_DEVELOPMENT,,,
"In addition to purchasing capabilities, adversaries may steal capabilities from third-party entities (including other adversaries).",RESOURCE_DEVELOPMENT,,,
"This can include stealing software licenses, malware, SSL/TLS and code-signing certificates, or raiding closed databases of vulnerabilities or exploits.",RESOURCE_DEVELOPMENT,,,
Adversaries may buy and/or steal code signing certificates that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Prior to [Code Signing], adversaries may purchase or steal code signing certificates for use in operations.",RESOURCE_DEVELOPMENT,,,
The purchase of code signing certificates may be done using a front organization or using information stolen from a previously compromised entity that allows the adversary to validate to a certificate provider as that entity.,RESOURCE_DEVELOPMENT,,,
Adversaries may also steal code signing materials directly from a compromised third-party.,RESOURCE_DEVELOPMENT,,,
Adversaries may buy and/or steal SSL/TLS certificates that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"Adversaries may purchase or steal SSL/TLS certificates to further their operations, such as encrypting C2 traffic (ex: [Asymmetric Cryptography] with [Web Protocols]) or even enabling [Adversary-in-the-Middle] if the certificate is trusted or otherwise added to the root of trust (i.e. [Install Root Certificate]).",RESOURCE_DEVELOPMENT,,,
The purchase of digital certificates may be done using a front organization or using information stolen from a previously compromised entity that allows the adversary to validate to a certificate provider as that entity.,RESOURCE_DEVELOPMENT,,,
"Adversaries may also steal certificate materials directly from a compromised third-party, including from certificate authorities.",RESOURCE_DEVELOPMENT,,,
Adversaries may register or hijack domains that they will later purchase an SSL/TLS certificate for.,RESOURCE_DEVELOPMENT,,,
"Certificate authorities exist that allow adversaries to acquire SSL/TLS certificates, such as domain validation certificates, for free.",RESOURCE_DEVELOPMENT,,,
"After obtaining a digital certificate, an adversary may then install that certificate (see [Install Digital Certificate]) on infrastructure under their control.",RESOURCE_DEVELOPMENT,,,
"Adversaries may buy, steal, or download exploits that can be used during targeting.",RESOURCE_DEVELOPMENT,,,
"Rather than developing their own exploits, an adversary may find/modify exploits from online or purchase them from exploit vendors.",RESOURCE_DEVELOPMENT,,,
"In addition to downloading free exploits from the internet, adversaries may purchase exploits from third-party entities.",RESOURCE_DEVELOPMENT,,,
"Third-party entities can include technology companies that specialize in exploit development, criminal marketplaces (including exploit kits), or from individuals.",RESOURCE_DEVELOPMENT,,,
"An adversary may monitor exploit provider forums to understand the state of existing, as well as newly discovered, exploits.",RESOURCE_DEVELOPMENT,,,
There is usually a delay between when an exploit is discovered and when it is made public.,RESOURCE_DEVELOPMENT,,,
An adversary may target the systems of those known to conduct exploit research and development in order to gain that knowledge for use during a subsequent operation.,RESOURCE_DEVELOPMENT,,,
"Adversaries may buy, steal, or download malware that can be used during targeting.",RESOURCE_DEVELOPMENT,,,
"Malicious software can include payloads, droppers, post-compromise tools, backdoors, packers, and C2 protocols.",RESOURCE_DEVELOPMENT,,,
"In addition to downloading free malware from the internet, adversaries may purchase these capabilities from third-party entities.",RESOURCE_DEVELOPMENT,,,
"Third-party entities can include technology companies that specialize in malware development, criminal marketplaces (including Malware-as-a-Service, or MaaS), or from individuals.",RESOURCE_DEVELOPMENT,,,
"In addition to purchasing malware, adversaries may steal and repurpose malware from third-party entities (including other adversaries).",RESOURCE_DEVELOPMENT,,,
"Adversaries may buy, steal, or download software tools that can be used during targeting.",RESOURCE_DEVELOPMENT,,,
"Tools can be open or closed source, free or commercial.",RESOURCE_DEVELOPMENT,,,
"A tool can be used for malicious purposes by an adversary, but (unlike malware) were not intended to be used for those purposes (ex: [PsExec]).",RESOURCE_DEVELOPMENT,,,
"Tool acquisition can involve the procurement of commercial software licenses, including for red teaming tools such as [Cobalt Strike].",RESOURCE_DEVELOPMENT,,,
"Commercial software may be obtained through purchase, stealing licenses (or licensed copies of the software), or cracking trial versions.",RESOURCE_DEVELOPMENT,,,
"Adversaries may obtain tools to support their operations, including to support execution of post-compromise behaviors.",RESOURCE_DEVELOPMENT,,,
"In addition to freely downloading or purchasing software, adversaries may steal software and/or software licenses from third-party entities (including other adversaries).",RESOURCE_DEVELOPMENT,,,
Adversaries may acquire information about vulnerabilities that can be used during targeting.,RESOURCE_DEVELOPMENT,,,
"A vulnerability is a weakness in computer hardware or software that can, potentially, be exploited by an adversary to cause unintended or unanticipated behavior to occur.",RESOURCE_DEVELOPMENT,,,
Adversaries may find vulnerability information by searching open databases or gaining access to closed vulnerability databases.,RESOURCE_DEVELOPMENT,,,
"An adversary may monitor vulnerability disclosures/databases to understand the state of existing, as well as newly discovered, vulnerabilities.",RESOURCE_DEVELOPMENT,,,
There is usually a delay between when a vulnerability is discovered and when it is made public.,RESOURCE_DEVELOPMENT,,,
An adversary may target the systems of those known to conduct vulnerability research (including commercial vendors).,RESOURCE_DEVELOPMENT,,,
Knowledge of a vulnerability may cause an adversary to search for an existing exploit (i.e. [Exploits]) or to attempt to develop one themselves (i.e. [Exploits]).,RESOURCE_DEVELOPMENT,,,
Microsoft Office is a fairly common application suite on Windows-based operating systems within an enterprise network.,PERSISTENCE,,,
There are multiple mechanisms that can be used with Office for persistence when an Office-based application is started; this can include the use of Office Template Macros and add-ins.,PERSISTENCE,,,
"A variety of features have been discovered in Outlook that can be abused to obtain persistence, such as Outlook rules, forms, and Home Page.",PERSISTENCE,,,
Adversaries may abuse Microsoft Office add-ins to obtain persistence on a compromised system.,PERSISTENCE,,,
Office add-ins can be used to add functionality to Office programs.,PERSISTENCE,,,
Add-ins can be used to obtain persistence because they can be set to execute code when an Office application starts.,PERSISTENCE,,,
Adversaries may abuse Microsoft Office templates to obtain persistence on a compromised system.,PERSISTENCE,,,
Microsoft Office contains templates that are part of common Office applications and are used to customize styles.,PERSISTENCE,,,
The base templates within the application are used each time an application starts.,PERSISTENCE,,,
Office Visual Basic for Applications (VBA) macros.,PERSISTENCE,,,
Word Normal.dotm location:<br>.,PERSISTENCE,,,
C:\Users\&lt;username&gt;\AppData\Roaming\Microsoft\Templates\Normal.dotm.,PERSISTENCE,,,
Excel Personal.xlsb location:<br>.,PERSISTENCE,,,
C:\Users\&lt;username&gt;\AppData\Roaming\Microsoft\Excel\XLSTART\PERSONAL.XLSB.,PERSISTENCE,,,
"Adversaries may also change the location of the base template to point to their own by hijacking the application's search order, e.g.",PERSISTENCE,,,
"Word 2016 will first look for Normal.dotm under C:\Program Files (x86)\Microsoft Office\root\Office16\, or by modifying the GlobalDotName registry key.",PERSISTENCE,,,
"By modifying the GlobalDotName registry key an adversary can specify an arbitrary location, file name, and file extension to use for the template that will be loaded on application startup.",PERSISTENCE,,,
"To abuse GlobalDotName, adversaries may first need to register the template as a trusted document or place it in a trusted location.",PERSISTENCE,,,
An adversary may need to enable macros to execute unrestricted depending on the system or enterprise security policy on use of macros.,PERSISTENCE,,,
"Adversaries may abuse the Microsoft Office ""Office Test"" Registry key to obtain persistence on a compromised system.",PERSISTENCE,,,
An Office Test Registry location exists that allows a user to specify an arbitrary DLL that will be executed every time an Office application is started.,PERSISTENCE,,,
This Registry key is thought to be used by Microsoft to load DLLs for testing and debugging purposes while developing Office applications.,PERSISTENCE,,,
This Registry key is not created by default during an Office installation.,PERSISTENCE,,,
"There exist user and global Registry keys for the Office Test feature:



* HKEY_CURRENT_USER\Software\Microsoft\Office test\Special\Perf

* HKEY_LOCAL_MACHINE\Software\Microsoft\Office test\Special\Perf.",PERSISTENCE,,,
